accountNumber,type,amount,frequency
100001067,loan_installment,1826.2,monthly
100001067,subscription_debit,345.13,monthly
100001068,subscription_debit,406.52,monthly
100001069,loan_installment,453.07,monthly
100001069,subscription_debit,296.6,monthly
100001070,subscription_debit,164.1,monthly
100001071,loan_installment,2610.41,monthly
100001071,subscription_debit,402.27,monthly
100001072,loan_installment,1516.58,monthly
100001072,credit_card_min_payment,566.43,monthly
100001072,subscription_debit,299.76,monthly
100001073,loan_installment,2101.89,monthly
100001073,credit_card_min_payment,1564.33,monthly
100001073,subscription_debit,322.06,monthly
100001074,loan_installment,3086.56,monthly
100001074,credit_card_min_payment,1410.51,monthly
100001074,subscription_debit,254.84,monthly
100001075,credit_card_min_payment,550.85,monthly
100001075,subscription_debit,162.43,monthly
100001076,subscription_debit,362.5,monthly
100001077,credit_card_min_payment,962.86,monthly
100001077,subscription_debit,525.93,monthly
100001078,loan_installment,2146.65,monthly
100001078,credit_card_min_payment,654.8,monthly
100001078,subscription_debit,338.0,monthly
100001079,credit_card_min_payment,386.86,monthly
100001079,subscription_debit,348.29,monthly
100001080,loan_installment,1597.08,monthly
100001080,subscription_debit,368.75,monthly
100001081,subscription_debit,316.7,monthly
100001082,credit_card_min_payment,734.7,monthly
100001082,subscription_debit,382.26,monthly
100001083,subscription_debit,307.46,monthly
100001084,loan_installment,2301.7,monthly
100001084,subscription_debit,209.96,monthly
100001085,loan_installment,1053.95,monthly
100001085,credit_card_min_payment,648.43,monthly
100001085,subscription_debit,247.21,monthly
100001086,subscription_debit,434.94,monthly
100001087,subscription_debit,237.81,monthly
100001088,loan_installment,1162.33,monthly
100001088,subscription_debit,238.32,monthly
100001089,credit_card_min_payment,1200.9,monthly
100001089,subscription_debit,554.7,monthly
100001090,loan_installment,2855.96,monthly
100001090,subscription_debit,488.2,monthly
100001091,loan_installment,423.7,monthly
100001091,subscription_debit,319.1,monthly
100001092,loan_installment,856.03,monthly
100001092,subscription_debit,142.77,monthly
100001093,subscription_debit,259.5,monthly
100001094,loan_installment,785.58,monthly
100001094,credit_card_min_payment,327.2,monthly
100001094,subscription_debit,373.15,monthly
100001095,subscription_debit,193.94,monthly
100001096,credit_card_min_payment,593.32,monthly
100001096,subscription_debit,173.86,monthly
100001097,loan_installment,1226.86,monthly
100001097,subscription_debit,195.81,monthly
100001098,credit_card_min_payment,134.2,monthly
100001098,subscription_debit,239.87,monthly
100001099,credit_card_min_payment,584.17,monthly
100001099,subscription_debit,187.65,monthly
100001100,subscription_debit,472.58,monthly
100001101,loan_installment,913.38,monthly
100001101,credit_card_min_payment,523.79,monthly
100001101,subscription_debit,351.44,monthly
100001102,credit_card_min_payment,444.19,monthly
100001102,subscription_debit,337.6,monthly
100001103,subscription_debit,382.48,monthly
100001104,loan_installment,2266.29,monthly
100001104,credit_card_min_payment,583.09,monthly
100001104,subscription_debit,449.7,monthly
100001105,loan_installment,665.94,monthly
100001105,credit_card_min_payment,160.77,monthly
100001105,subscription_debit,310.14,monthly
100001106,loan_installment,432.78,monthly
100001106,subscription_debit,196.72,monthly
100001107,loan_installment,757.99,monthly
100001107,subscription_debit,477.85,monthly
100001108,credit_card_min_payment,400.79,monthly
100001108,subscription_debit,331.7,monthly
100001109,loan_installment,1566.38,monthly
100001109,subscription_debit,471.14,monthly
100001110,loan_installment,998.23,monthly
100001110,subscription_debit,182.98,monthly
100001111,credit_card_min_payment,608.31,monthly
100001111,subscription_debit,342.47,monthly
100001112,loan_installment,3620.71,monthly
100001112,credit_card_min_payment,1660.75,monthly
100001112,subscription_debit,234.06,monthly
100001113,loan_installment,747.84,monthly
100001113,subscription_debit,112.73,monthly
100001114,credit_card_min_payment,1340.63,monthly
100001114,subscription_debit,169.31,monthly
100001115,loan_installment,660.44,monthly
100001115,credit_card_min_payment,163.73,monthly
100001115,subscription_debit,104.9,monthly
100001116,subscription_debit,204.16,monthly
100001117,subscription_debit,378.28,monthly
100001118,loan_installment,2330.64,monthly
100001118,credit_card_min_payment,377.62,monthly
100001118,subscription_debit,254.96,monthly
100001119,loan_installment,1879.72,monthly
100001119,credit_card_min_payment,960.07,monthly
100001119,subscription_debit,393.65,monthly
100001120,loan_installment,2712.9,monthly
100001120,credit_card_min_payment,516.73,monthly
100001120,subscription_debit,209.33,monthly
100001121,subscription_debit,732.34,monthly
100001122,loan_installment,1037.19,monthly
100001122,credit_card_min_payment,205.89,monthly
100001122,subscription_debit,154.46,monthly
100001123,loan_installment,1069.52,monthly
100001123,credit_card_min_payment,180.18,monthly
100001123,subscription_debit,463.25,monthly
100001124,loan_installment,1326.0,monthly
100001124,subscription_debit,292.18,monthly
100001125,loan_installment,821.59,monthly
100001125,subscription_debit,317.18,monthly
100001126,loan_installment,1571.6,monthly
100001126,subscription_debit,264.41,monthly
100001127,credit_card_min_payment,102.2,monthly
100001127,subscription_debit,222.41,monthly
100001128,loan_installment,1009.54,monthly
100001128,subscription_debit,276.47,monthly
100001129,credit_card_min_payment,2358.45,monthly
100001129,subscription_debit,478.92,monthly
100001130,loan_installment,1596.6,monthly
100001130,credit_card_min_payment,699.01,monthly
100001130,subscription_debit,460.24,monthly
100001131,loan_installment,1525.0,monthly
100001131,subscription_debit,188.05,monthly
100001132,loan_installment,454.46,monthly
100001132,credit_card_min_payment,268.97,monthly
100001132,subscription_debit,284.51,monthly
100001133,credit_card_min_payment,1072.39,monthly
100001133,subscription_debit,313.02,monthly
100001134,loan_installment,736.06,monthly
100001134,credit_card_min_payment,719.26,monthly
100001134,subscription_debit,279.58,monthly
100001135,subscription_debit,220.78,monthly
100001136,loan_installment,699.94,monthly
100001136,subscription_debit,282.35,monthly
100001137,subscription_debit,348.04,monthly
100001138,credit_card_min_payment,608.88,monthly
100001138,subscription_debit,386.89,monthly
100001139,loan_installment,1807.92,monthly
100001139,subscription_debit,370.07,monthly
100001140,loan_installment,1340.12,monthly
100001140,credit_card_min_payment,484.98,monthly
100001140,subscription_debit,245.89,monthly
100001141,subscription_debit,187.19,monthly
100001142,credit_card_min_payment,1181.45,monthly
100001142,subscription_debit,316.42,monthly
100001143,subscription_debit,185.71,monthly
100001144,loan_installment,863.35,monthly
100001144,subscription_debit,340.98,monthly
100001145,subscription_debit,171.4,monthly
100001146,subscription_debit,385.68,monthly
100001147,loan_installment,680.67,monthly
100001147,credit_card_min_payment,195.74,monthly
100001147,subscription_debit,197.6,monthly
100001148,credit_card_min_payment,429.55,monthly
100001148,subscription_debit,210.35,monthly
100001149,loan_installment,1122.54,monthly
100001149,credit_card_min_payment,463.55,monthly
100001149,subscription_debit,350.49,monthly
100001150,credit_card_min_payment,208.81,monthly
100001150,subscription_debit,369.59,monthly
100001151,credit_card_min_payment,412.65,monthly
100001151,subscription_debit,417.57,monthly
100001152,loan_installment,984.39,monthly
100001152,subscription_debit,268.41,monthly
100001153,credit_card_min_payment,512.98,monthly
100001153,subscription_debit,283.1,monthly
100001154,credit_card_min_payment,2279.22,monthly
100001154,subscription_debit,281.67,monthly
100001155,credit_card_min_payment,2822.21,monthly
100001155,subscription_debit,224.2,monthly
100001156,loan_installment,2939.09,monthly
100001156,credit_card_min_payment,1647.48,monthly
100001156,subscription_debit,518.91,monthly
100001157,credit_card_min_payment,378.27,monthly
100001157,subscription_debit,263.81,monthly
100001158,subscription_debit,311.16,monthly
100001159,loan_installment,3342.75,monthly
100001159,credit_card_min_payment,888.0,monthly
100001159,subscription_debit,421.54,monthly
100001160,loan_installment,2316.08,monthly
100001160,subscription_debit,572.44,monthly
100001161,credit_card_min_payment,891.15,monthly
100001161,subscription_debit,448.82,monthly
100001162,subscription_debit,524.81,monthly
100001163,loan_installment,2094.03,monthly
100001163,credit_card_min_payment,349.52,monthly
100001163,subscription_debit,450.06,monthly
100001164,credit_card_min_payment,92.48,monthly
100001164,subscription_debit,256.88,monthly
100001165,loan_installment,813.77,monthly
100001165,credit_card_min_payment,1153.86,monthly
100001165,subscription_debit,198.42,monthly
100001166,credit_card_min_payment,1273.67,monthly
100001166,subscription_debit,460.64,monthly
100001167,loan_installment,2343.55,monthly
100001167,subscription_debit,654.54,monthly
100001168,loan_installment,278.17,monthly
100001168,subscription_debit,151.46,monthly
100001169,credit_card_min_payment,1093.71,monthly
100001169,subscription_debit,498.91,monthly
100001170,loan_installment,631.37,monthly
100001170,subscription_debit,254.87,monthly
100001171,loan_installment,734.11,monthly
100001171,credit_card_min_payment,138.45,monthly
100001171,subscription_debit,219.19,monthly
100001172,loan_installment,2064.51,monthly
100001172,subscription_debit,493.8,monthly
100001173,credit_card_min_payment,378.44,monthly
100001173,subscription_debit,221.41,monthly
100001174,loan_installment,1205.93,monthly
100001174,credit_card_min_payment,490.14,monthly
100001174,subscription_debit,286.27,monthly
100001175,loan_installment,2392.26,monthly
100001175,subscription_debit,584.52,monthly
100001176,subscription_debit,301.86,monthly
100001177,credit_card_min_payment,859.84,monthly
100001177,subscription_debit,358.34,monthly
100001178,subscription_debit,159.73,monthly
100001179,credit_card_min_payment,187.74,monthly
100001179,subscription_debit,359.27,monthly
100001180,subscription_debit,290.07,monthly
