person_id,accountNumber,age,years_of_experience,income_bracket,housing_status,base_salary_sar,fixed_allowances_sar,variable_allowances_avg_sar,has_mortgage,rent_sar,credit_card_balance_sar,loan_term_months,gross_salary_sar,employment_type,mortgage_installment_sar,other_loan_installments_sar,credit_card_min_payment_sar,requested_loan_amount_sar,loan_int_rate,new_loan_installment_sar,salary_linked_obligations_sar,total_obligations_sar,salary_dbr,total_obligation_ratio,salary_cap,total_cap,loan_percent_income,eligible_sama,has_active_request
889,100000889,49,26,2,rent,13855.14,2771.03,1894.5,0,3790.44,0.0,60,18520.67,employee,0.0,1819.71,0.0,93519.58,7.38,1868.61,3688.32,3688.32,0.1991,0.1991,0.3333,0.45,0.4208,1,1
890,100000890,61,0,1,rent,9142.78,1828.56,1213.95,0,2269.53,13516.44,60,12185.28,retired,0.0,575.18,675.82,154685.16,5.44,2950.38,4201.38,4201.38,0.3448,0.3448,0.25,0.45,1.0579,0,1
891,100000891,38,16,2,mortgage,13790.52,2758.1,1803.03,1,0.0,18813.13,60,18351.65,employee,3109.32,0.0,940.66,158232.35,12.48,3558.29,4498.95,7608.27,0.2452,0.4146,0.3333,0.65,0.7185,1,1
892,100000892,42,19,1,rent,7780.21,1556.04,1035.33,0,2404.99,0.0,60,10371.58,employee,0.0,1175.29,0.0,67052.14,16.43,1645.94,2821.23,2821.23,0.272,0.272,0.3333,0.45,0.5387,1,1
893,100000893,64,0,1,rent,8980.08,1796.02,1212.84,0,2350.13,4651.53,60,11988.94,retired,0.0,0.0,232.58,106068.64,9.53,2229.19,2461.77,2461.77,0.2053,0.2053,0.25,0.45,0.7373,1,1
894,100000894,41,19,3,rent,23795.25,4759.05,3153.3,0,5704.58,0.0,60,31707.6,employee,0.0,2042.4,0.0,560532.48,16.93,13909.59,15951.99,15951.99,0.5031,0.5031,0.3333,0.45,1.4732,0,1
895,100000895,47,24,3,mortgage,40570.8,8114.16,5721.79,1,0.0,52875.89,60,54406.74,employee,11727.96,0.0,2643.79,257449.47,6.22,5003.6,7647.39,19375.35,0.1406,0.3561,0.3333,0.65,0.3943,1,1
896,100000896,45,23,3,rent,30798.37,6159.67,3719.84,0,7496.72,46135.9,60,40677.88,employee,0.0,0.0,2306.79,724605.07,8.29,14793.15,17099.94,17099.94,0.4204,0.4204,0.3333,0.45,1.4844,0,1
897,100000897,24,2,1,rent,5016.65,1003.33,654.28,0,1549.94,0.0,60,6674.26,employee,0.0,0.0,0.0,41336.32,17.37,1035.56,1035.56,1035.56,0.1552,0.1552,0.3333,0.45,0.5161,1,1
898,100000898,57,37,1,rent,6824.22,1364.84,960.78,0,1536.02,6005.68,60,9149.84,employee,0.0,280.3,300.28,127589.3,4.65,2387.36,2967.94,2967.94,0.3244,0.3244,0.3333,0.45,1.162,1,1
899,100000899,56,0,1,mortgage,6348.21,1269.64,888.56,1,0.0,8781.39,60,8506.41,retired,2047.07,507.1,439.07,69304.66,10.47,1488.6,2434.77,4481.84,0.2862,0.5269,0.25,0.55,0.6789,0,1
900,100000900,52,30,1,mortgage,5326.28,1065.26,703.57,1,0.0,0.0,60,7095.1,employee,1380.72,526.96,0.0,75506.1,4.84,1419.37,1946.33,3327.05,0.2743,0.4689,0.3333,0.55,0.8868,1,1
901,100000901,32,9,1,rent,8056.09,1611.22,1094.51,0,1868.79,4089.23,60,10761.81,employee,0.0,0.0,204.46,160985.44,7.58,3231.94,3436.4,3436.4,0.3193,0.3193,0.3333,0.45,1.2466,1,1
902,100000902,33,12,1,rent,6290.87,1258.17,846.55,0,1667.25,0.0,60,8395.6,employee,0.0,364.76,0.0,157992.14,12.74,3573.81,3938.57,3938.57,0.4691,0.4691,0.3333,0.45,1.5682,0,1
903,100000903,46,23,1,rent,8554.56,1710.91,1121.09,0,2536.04,9918.74,60,11386.57,employee,0.0,393.86,495.94,40812.18,6.23,793.39,1683.19,1683.19,0.1478,0.1478,0.3333,0.45,0.2987,1,1
904,100000904,49,26,3,mortgage,32180.73,6436.15,4416.78,1,0.0,33996.21,60,43033.66,employee,10813.28,3096.24,1699.81,168940.31,9.16,3520.06,8316.11,19129.39,0.1932,0.4445,0.3333,0.65,0.3271,1,1
905,100000905,66,0,3,mortgage,25676.95,5135.39,3372.98,1,0.0,24230.44,60,34185.32,retired,7029.76,2490.71,1211.52,373695.41,4.54,6973.61,10675.84,17705.6,0.3123,0.5179,0.25,0.65,0.911,0,1
906,100000906,31,9,2,rent,18128.09,3625.62,2502.85,0,5729.39,11889.37,60,24256.56,employee,0.0,0.0,594.47,448180.89,17.11,11164.98,11759.45,11759.45,0.4848,0.4848,0.3333,0.45,1.5397,0,1
907,100000907,24,4,2,rent,12383.64,2476.73,1596.41,0,2632.66,18577.8,60,16456.78,employee,0.0,0.0,928.89,146847.57,10.29,3141.07,4069.96,4069.96,0.2473,0.2473,0.3333,0.45,0.7436,1,1
908,100000908,60,0,1,rent,8348.74,1669.75,1152.78,0,1698.79,4777.43,60,11171.27,retired,0.0,0.0,238.87,88918.82,13.02,2024.09,2262.96,2262.96,0.2026,0.2026,0.25,0.45,0.6633,1,1
909,100000909,31,8,1,rent,5742.57,1148.51,774.8,0,1169.06,2162.99,60,7665.89,employee,0.0,0.0,108.15,101070.45,14.7,2388.57,2496.72,2496.72,0.3257,0.3257,0.3333,0.45,1.0987,1,1
910,100000910,57,0,1,rent,5708.05,1141.61,752.25,0,1141.74,7999.46,60,7601.9,retired,0.0,673.04,399.97,110370.74,14.48,2595.68,3668.69,3668.69,0.4826,0.4826,0.25,0.45,1.2099,0,1
911,100000911,54,33,3,mortgage,25794.64,5158.93,3637.32,1,0.0,0.0,60,34590.89,employee,5825.95,3113.31,0.0,106412.85,16.51,2616.68,5729.99,11555.94,0.1657,0.3341,0.3333,0.65,0.2564,1,1
912,100000912,49,26,1,rent,8832.57,1766.51,1219.03,0,1968.14,10375.96,60,11818.12,employee,0.0,1150.73,518.8,178048.05,16.14,4343.04,6012.57,6012.57,0.5088,0.5088,0.3333,0.45,1.2555,0,1
913,100000913,35,14,1,mortgage,8943.93,1788.79,1172.48,1,0.0,7714.34,60,11905.2,employee,2951.12,0.0,385.72,49699.56,9.41,1041.6,1427.32,4378.44,0.1199,0.3678,0.3333,0.55,0.3479,1,1
914,100000914,59,0,1,mortgage,9222.67,1844.53,1205.36,1,0.0,6004.36,60,12272.57,retired,2787.44,1402.96,300.22,201453.32,7.71,4056.84,5760.02,8547.46,0.4693,0.6965,0.25,0.55,1.3679,0,1
915,100000915,39,17,3,rent,30605.81,6121.16,4029.25,0,6545.53,21906.04,60,40756.22,employee,0.0,2273.99,1095.3,412866.13,14.04,9615.24,12984.53,12984.53,0.3186,0.3186,0.3333,0.45,0.8442,1,1
916,100000916,62,40,2,mortgage,15307.91,3061.58,2069.38,1,0.0,0.0,60,20438.87,employee,4434.4,0.0,0.0,70278.92,4.78,1319.18,1319.18,5753.58,0.0645,0.2815,0.3333,0.65,0.2865,1,1
917,100000917,34,13,1,rent,8612.58,1722.52,1230.52,0,1952.63,5873.24,60,11565.61,employee,0.0,0.0,293.66,98022.71,7.59,1968.37,2262.03,2262.03,0.1956,0.1956,0.3333,0.45,0.7063,1,1
918,100000918,28,7,2,rent,15712.37,3142.47,2171.1,0,4389.71,0.0,60,21025.95,employee,0.0,733.8,0.0,361280.16,14.38,8477.7,9211.5,9211.5,0.4381,0.4381,0.3333,0.45,1.4319,0,1
919,100000919,53,33,2,mortgage,12601.95,2520.39,1597.27,1,0.0,14084.77,60,16719.62,employee,4145.93,0.0,704.24,166355.72,6.5,3254.94,3959.18,8105.11,0.2368,0.4848,0.3333,0.65,0.8291,1,1
920,100000920,41,19,1,rent,10986.74,2197.35,1388.93,0,2943.21,11524.86,60,14573.02,employee,0.0,876.29,576.24,205417.59,9.44,4308.13,5760.66,5760.66,0.3953,0.3953,0.3333,0.45,1.1746,0,1
921,100000921,29,7,2,rent,17469.67,3493.93,2360.31,0,5323.89,11885.54,60,23323.91,employee,0.0,0.0,594.28,419528.31,10.93,9106.92,9701.2,9701.2,0.4159,0.4159,0.3333,0.45,1.4989,0,1
922,100000922,18,0,3,rent,44014.67,8802.93,5696.86,0,8263.75,0.0,60,58514.47,employee,0.0,0.0,0.0,843881.44,8.59,17350.15,17350.15,17350.15,0.2965,0.2965,0.3333,0.45,1.2018,1,1
923,100000923,29,5,1,rent,5519.26,1103.85,771.03,0,1362.71,0.0,60,7394.14,employee,0.0,0.0,0.0,45052.63,15.41,1081.52,1081.52,1081.52,0.1463,0.1463,0.3333,0.45,0.5078,1,1
924,100000924,60,40,2,mortgage,17070.2,3414.04,2190.75,1,0.0,0.0,60,22674.99,employee,5284.22,1737.26,0.0,109842.02,11.13,2395.36,4132.62,9416.84,0.1823,0.4153,0.3333,0.65,0.4037,1,1
925,100000925,63,0,1,mortgage,6829.32,1365.86,925.71,1,0.0,3539.46,60,9120.9,retired,1709.64,0.0,176.97,151623.65,4.8,2847.45,3024.42,4734.06,0.3316,0.519,0.25,0.55,1.3853,0,1
926,100000926,61,0,1,rent,6275.37,1255.07,855.28,0,1698.45,0.0,60,8385.72,retired,0.0,955.67,0.0,149769.48,7.44,2996.8,3952.47,3952.47,0.4713,0.4713,0.25,0.45,1.4883,0,1
927,100000927,28,5,1,rent,4789.99,958.0,657.43,0,1341.69,1285.7,60,6405.41,employee,0.0,0.0,64.28,41109.76,5.06,776.92,841.2,841.2,0.1313,0.1313,0.3333,0.45,0.5348,1,1
928,100000928,45,21,3,rent,25483.14,5096.63,3452.57,0,7977.06,31227.98,60,34032.34,employee,0.0,0.0,1561.4,614306.13,10.06,13070.33,14631.73,14631.73,0.4299,0.4299,0.3333,0.45,1.5042,0,1
929,100000929,56,0,3,mortgage,18672.14,3734.43,2713.99,1,0.0,14796.5,60,25120.56,retired,6523.48,0.0,739.83,111764.48,7.09,2217.82,2957.65,9481.13,0.1177,0.3774,0.25,0.65,0.3708,1,1
930,100000930,40,20,3,rent,19642.07,3928.41,2497.15,0,5485.45,0.0,60,26067.63,employee,0.0,0.0,0.0,291611.97,9.87,6177.26,6177.26,6177.26,0.237,0.237,0.3333,0.45,0.9322,1,1
931,100000931,26,2,3,rent,21905.67,4381.13,2995.31,0,4863.21,20727.83,60,29282.12,employee,0.0,0.0,1036.39,471289.85,16.37,11553.71,12590.1,12590.1,0.43,0.43,0.3333,0.45,1.3412,0,1
932,100000932,53,30,3,mortgage,43036.94,8607.39,5386.11,1,0.0,0.0,60,57030.44,employee,9989.44,0.0,0.0,615956.28,15.9,14946.15,14946.15,24935.59,0.2621,0.4372,0.3333,0.65,0.9,1,1
933,100000933,25,1,1,rent,4176.76,835.35,568.46,0,1235.1,5039.51,60,5580.57,employee,0.0,0.0,251.98,47663.88,15.34,1142.44,1394.42,1394.42,0.2499,0.2499,0.3333,0.45,0.7118,1,1
934,100000934,32,8,1,mortgage,11177.13,2235.43,1555.15,1,0.0,16788.48,60,14967.7,employee,2861.31,0.0,839.42,67440.92,15.81,1633.23,2472.65,5333.96,0.1652,0.3564,0.3333,0.55,0.3755,1,1
935,100000935,48,26,2,rent,14098.7,2819.74,1840.62,0,4358.63,19522.55,60,18759.06,employee,0.0,0.0,976.13,93253.93,11.64,2057.46,3033.59,3033.59,0.1617,0.1617,0.3333,0.45,0.4143,1,1
936,100000936,56,36,2,rent,15650.83,3130.17,2063.36,0,4769.87,15860.02,60,20844.36,employee,0.0,2642.89,793.0,239918.19,5.58,4591.58,8027.47,8027.47,0.3851,0.3851,0.3333,0.45,0.9592,0,1
937,100000937,63,0,2,rent,17514.16,3502.83,2428.36,0,3296.39,13547.75,60,23445.35,retired,0.0,2379.74,677.39,383707.57,13.97,8922.24,11979.37,11979.37,0.5109,0.5109,0.25,0.45,1.3638,0,1
938,100000938,36,13,1,rent,9872.15,1974.43,1228.2,0,2554.61,0.0,60,13074.77,employee,0.0,404.55,0.0,154025.81,6.07,2982.77,3387.32,3387.32,0.2591,0.2591,0.3333,0.45,0.9817,1,1
939,100000939,59,0,1,mortgage,6390.21,1278.04,845.27,1,0.0,0.0,60,8513.52,retired,1436.31,654.07,0.0,138445.68,12.9,3142.98,3797.05,5233.36,0.446,0.6147,0.25,0.55,1.3552,0,1
940,100000940,56,36,2,rent,13814.4,2762.88,1776.92,0,3894.95,0.0,60,18354.19,employee,0.0,2212.31,0.0,152724.5,12.78,3457.78,5670.09,5670.09,0.3089,0.3089,0.3333,0.45,0.6934,1,1
941,100000941,25,3,1,rent,8962.51,1792.5,1228.91,0,2214.57,7103.28,60,11983.92,employee,0.0,0.0,355.16,199225.37,5.95,3846.95,4202.11,4202.11,0.3506,0.3506,0.3333,0.45,1.3854,0,1
942,100000942,51,27,3,rent,40073.15,8014.63,5329.28,0,11732.37,0.0,60,53417.06,employee,0.0,3539.81,0.0,662420.54,7.16,13166.78,16706.59,16706.59,0.3128,0.3128,0.3333,0.45,1.0334,1,1
943,100000943,31,7,1,rent,6480.54,1296.11,866.31,0,1458.74,10187.9,60,8642.96,employee,0.0,0.0,509.4,89360.05,4.65,1672.04,2181.44,2181.44,0.2524,0.2524,0.3333,0.45,0.8616,1,1
944,100000944,65,0,1,rent,6392.71,1278.54,838.39,0,1652.7,0.0,60,8509.64,retired,0.0,0.0,0.0,94193.91,10.13,2007.37,2007.37,2007.37,0.2359,0.2359,0.25,0.45,0.9224,1,1
945,100000945,32,8,2,rent,15765.09,3153.02,1975.23,0,3869.47,7136.77,60,20893.35,employee,0.0,0.0,356.84,114025.6,7.59,2289.72,2646.56,2646.56,0.1267,0.1267,0.3333,0.45,0.4548,1,1
946,100000946,46,24,1,rent,10714.7,2142.94,1398.97,0,2133.07,0.0,60,14256.61,employee,0.0,0.0,0.0,162218.65,15.49,3901.02,3901.02,3901.02,0.2736,0.2736,0.3333,0.45,0.9482,1,1
947,100000947,43,22,3,rent,32070.63,6414.13,4050.93,0,8549.66,25588.37,60,42535.69,employee,0.0,0.0,1279.42,520304.08,16.64,12830.39,14109.81,14109.81,0.3317,0.3317,0.3333,0.45,1.0193,1,1
948,100000948,58,36,3,mortgage,18882.97,3776.59,2557.09,1,0.0,0.0,60,25216.65,employee,5033.15,1150.92,0.0,285878.9,4.73,5359.6,6510.52,11543.67,0.2582,0.4578,0.3333,0.65,0.9447,1,1
949,100000949,48,27,1,rent,5483.99,1096.8,719.45,0,1615.47,0.0,60,7300.23,employee,0.0,0.0,0.0,88407.29,11.78,1956.76,1956.76,1956.76,0.268,0.268,0.3333,0.45,1.0092,1,1
950,100000950,30,6,3,rent,33169.92,6633.98,4361.43,0,6334.6,36268.15,60,44165.34,employee,0.0,0.0,1813.41,784447.16,16.99,19491.31,21304.72,21304.72,0.4824,0.4824,0.3333,0.45,1.4801,0,1
951,100000951,48,24,3,mortgage,31120.79,6224.16,4396.43,1,0.0,34881.38,60,41741.38,employee,6920.0,3796.7,1744.07,431970.25,10.79,9346.9,14887.67,21807.67,0.3567,0.5224,0.3333,0.65,0.8624,0,1
952,100000952,44,22,1,rent,8520.04,1704.01,1099.44,0,2497.0,7981.6,60,11323.5,employee,0.0,0.0,399.08,60780.0,16.43,1491.97,1891.05,1891.05,0.167,0.167,0.3333,0.45,0.4473,1,1
953,100000953,42,20,3,rent,32198.68,6439.74,4219.91,0,8828.49,0.0,60,42858.33,employee,0.0,0.0,0.0,793322.99,15.88,19241.53,19241.53,19241.53,0.449,0.449,0.3333,0.45,1.5425,0,1
954,100000954,50,26,2,mortgage,18633.54,3726.71,2403.8,1,0.0,20910.53,60,24764.04,employee,6308.56,0.0,1045.53,145318.35,16.09,3540.81,4586.34,10894.9,0.1852,0.4399,0.3333,0.65,0.489,1,1
955,100000955,31,11,2,rent,14459.26,2891.85,1911.42,0,3744.01,20915.67,60,19262.53,employee,0.0,2167.51,1045.78,211387.73,6.89,4174.77,7388.06,7388.06,0.3835,0.3835,0.3333,0.45,0.9145,0,1
956,100000956,62,0,2,rent,17031.77,3406.35,2180.13,0,4769.32,10186.61,60,22618.25,retired,0.0,2836.89,509.33,82959.79,12.05,1847.49,5193.71,5193.71,0.2296,0.2296,0.25,0.45,0.3057,1,1
957,100000957,33,12,2,rent,11433.54,2286.71,1527.04,0,2847.9,0.0,60,15247.29,employee,0.0,0.0,0.0,272728.68,12.99,6204.02,6204.02,6204.02,0.4069,0.4069,0.3333,0.45,1.4906,0,1
958,100000958,38,18,3,mortgage,40885.23,8177.05,5421.89,1,0.0,60545.13,60,54484.16,employee,11117.38,0.0,3027.26,245152.68,9.76,5179.87,8207.13,19324.51,0.1506,0.3547,0.3333,0.65,0.375,1,1
959,100000959,43,20,3,mortgage,29633.07,5926.61,4015.42,1,0.0,30697.55,60,39575.1,employee,8024.09,2738.16,1534.88,123492.72,8.56,2537.21,6810.25,14834.34,0.1721,0.3748,0.3333,0.65,0.26,1,1
960,100000960,35,15,2,rent,16690.99,3338.2,2185.0,0,5157.48,0.0,60,22214.19,employee,0.0,0.0,0.0,188234.45,5.11,3561.71,3561.71,3561.71,0.1603,0.1603,0.3333,0.45,0.7061,1,1
961,100000961,66,0,2,mortgage,13308.13,2661.63,1824.7,1,0.0,0.0,60,17794.46,retired,4548.46,2242.79,0.0,336939.21,8.19,6862.59,9105.38,13653.84,0.5117,0.7673,0.25,0.65,1.5779,0,1
962,100000962,37,16,3,rent,22640.55,4528.11,3022.07,0,7232.67,20384.42,60,30190.73,employee,0.0,0.0,1019.22,161789.82,17.24,4041.8,5061.02,5061.02,0.1676,0.1676,0.3333,0.45,0.4466,1,1
963,100000963,62,0,1,rent,10700.85,2140.17,1508.14,0,2258.56,0.0,60,14349.17,retired,0.0,1366.55,0.0,114324.14,15.37,2742.02,4108.57,4108.57,0.2863,0.2863,0.25,0.45,0.6639,0,1
964,100000964,59,0,1,rent,4859.82,971.96,642.64,0,1095.79,7157.59,60,6474.42,retired,0.0,832.3,357.88,70446.45,15.24,1684.8,2874.98,2874.98,0.4441,0.4441,0.25,0.45,0.9067,0,1
965,100000965,51,31,3,mortgage,35740.08,7148.02,4958.8,1,0.0,52538.95,60,47846.89,employee,9519.69,4132.83,2626.95,442961.37,11.25,9686.37,16446.15,25965.84,0.3437,0.5427,0.3333,0.65,0.7715,0,1
966,100000966,44,24,3,mortgage,29760.95,5952.19,4037.22,1,0.0,0.0,60,39750.36,employee,7978.86,0.0,0.0,726520.24,10.54,15630.15,15630.15,23609.01,0.3932,0.5939,0.3333,0.65,1.5231,0,1
967,100000967,62,0,1,rent,5689.3,1137.86,747.58,0,1574.53,7548.7,60,7574.75,retired,0.0,984.41,377.44,94790.32,11.29,2074.71,3436.56,3436.56,0.4537,0.4537,0.25,0.45,1.0428,0,1
968,100000968,60,36,2,mortgage,18611.42,3722.28,2503.61,1,0.0,0.0,60,24837.31,employee,5728.52,3189.01,0.0,93450.33,12.65,2109.58,5298.59,11027.11,0.2133,0.444,0.3333,0.65,0.3135,1,1
969,100000969,48,24,1,rent,5484.2,1096.84,757.77,0,1423.52,0.0,60,7338.8,employee,0.0,0.0,0.0,137058.69,4.56,2558.93,2558.93,2558.93,0.3487,0.3487,0.3333,0.45,1.5563,0,1
970,100000970,58,0,2,mortgage,16007.64,3201.53,2074.28,1,0.0,22058.18,60,21283.45,retired,4364.87,2257.94,1102.91,320707.72,13.22,7333.26,10694.11,15058.98,0.5025,0.7075,0.25,0.65,1.2557,0,1
971,100000971,31,8,1,rent,4511.19,902.24,615.91,0,1277.81,1601.73,60,6029.35,employee,0.0,0.0,80.09,109612.67,16.66,2704.16,2784.25,2784.25,0.4618,0.4618,0.3333,0.45,1.515,0,1
972,100000972,24,3,2,rent,18392.12,3678.42,2500.41,0,3879.44,10819.98,60,24570.95,employee,0.0,0.0,541.0,96822.63,11.6,2134.25,2675.25,2675.25,0.1089,0.1089,0.3333,0.45,0.3284,1,1
973,100000973,40,17,2,rent,12072.69,2414.54,1577.81,0,3223.99,0.0,60,16065.03,employee,0.0,2035.27,0.0,249757.21,8.79,5159.13,7194.4,7194.4,0.4478,0.4478,0.3333,0.45,1.2956,0,1
974,100000974,41,18,2,mortgage,16132.85,3226.57,2126.58,1,0.0,5247.72,60,21486.0,employee,3943.24,0.0,262.39,69415.52,16.55,1708.4,1970.79,5914.03,0.0917,0.2753,0.3333,0.65,0.2692,1,1
975,100000975,62,41,2,mortgage,14773.02,2954.6,1940.86,1,0.0,0.0,60,19668.49,employee,3290.42,2056.77,0.0,210293.77,7.85,4248.92,6305.69,9596.11,0.3206,0.4879,0.3333,0.65,0.891,1,1
976,100000976,60,37,3,mortgage,42498.68,8499.74,5407.08,1,0.0,49600.99,60,56405.49,employee,12632.28,2331.89,2480.05,1036674.58,6.21,20143.21,24955.15,37587.43,0.4424,0.6664,0.3333,0.65,1.5316,0,1
977,100000977,59,0,1,rent,10573.51,2114.7,1461.39,0,2856.77,15839.18,60,14149.6,retired,0.0,1064.05,791.96,248466.19,9.42,5208.54,7064.55,7064.55,0.4993,0.4993,0.25,0.45,1.4633,0,1
978,100000978,51,29,3,mortgage,29510.2,5902.04,3950.3,1,0.0,13214.2,60,39362.53,employee,7015.33,0.0,660.71,458241.46,13.21,10475.73,11136.44,18151.77,0.2829,0.4611,0.3333,0.65,0.9701,1,1
979,100000979,29,5,1,mortgage,10424.18,2084.84,1416.63,1,0.0,12312.48,60,13925.66,employee,3315.38,0.0,615.62,217701.5,4.5,4058.61,4674.23,7989.61,0.3357,0.5737,0.3333,0.55,1.3028,0,1
980,100000980,64,40,1,mortgage,7230.2,1446.04,970.81,1,0.0,11510.58,60,9647.05,employee,1810.38,467.29,575.53,166277.5,12.09,3706.32,4749.14,6559.52,0.4923,0.68,0.3333,0.55,1.4363,0,1
981,100000981,60,0,1,rent,10132.95,2026.59,1365.7,0,2180.76,0.0,60,13525.25,retired,0.0,0.0,0.0,109156.75,5.14,2066.93,2066.93,2066.93,0.1528,0.1528,0.25,0.45,0.6725,1,1
982,100000982,68,0,1,mortgage,6388.05,1277.61,827.8,1,0.0,0.0,60,8493.46,retired,1505.09,673.14,0.0,133817.11,6.12,2594.53,3267.67,4772.76,0.3847,0.5619,0.25,0.55,1.3129,0,1
983,100000983,44,23,1,mortgage,6856.61,1371.32,889.98,1,0.0,6952.75,60,9117.9,employee,1841.85,0.0,347.64,69400.74,11.11,1512.75,1860.39,3702.24,0.204,0.406,0.3333,0.55,0.6343,1,1
984,100000984,65,0,1,rent,7843.68,1568.74,1012.26,0,2176.01,0.0,60,10424.68,retired,0.0,1175.1,0.0,175917.65,6.43,3436.27,4611.37,4611.37,0.4424,0.4424,0.25,0.45,1.4063,0,1
985,100000985,25,2,1,rent,10157.3,2031.46,1337.7,0,2761.63,15662.04,60,13526.46,employee,0.0,0.0,783.1,216115.81,16.19,5277.36,6060.46,6060.46,0.448,0.448,0.3333,0.45,1.3314,0,1
986,100000986,42,22,1,rent,10669.14,2133.83,1466.19,0,2884.88,5398.07,60,14269.15,employee,0.0,1616.94,269.9,269084.2,8.8,5559.66,7446.5,7446.5,0.5219,0.5219,0.3333,0.45,1.5715,0,1
987,100000987,59,35,3,mortgage,31844.25,6368.85,4152.39,1,0.0,0.0,60,42365.49,employee,9901.65,4782.03,0.0,621191.26,4.84,11677.16,16459.19,26360.84,0.3885,0.6222,0.3333,0.65,1.2219,0,1
988,100000988,35,14,1,rent,5707.67,1141.53,795.52,0,1185.57,0.0,60,7644.72,employee,0.0,0.0,0.0,144441.04,14.91,3429.42,3429.42,3429.42,0.4486,0.4486,0.3333,0.45,1.5745,0,1
989,100000989,53,31,2,mortgage,15541.07,3108.21,2072.57,1,0.0,0.0,60,20721.86,employee,4619.59,0.0,0.0,307086.58,6.04,5942.56,5942.56,10562.15,0.2868,0.5097,0.3333,0.65,1.235,1,1
990,100000990,62,40,2,mortgage,16845.62,3369.12,2286.89,1,0.0,23275.11,60,22501.64,employee,3984.54,2003.13,1163.76,75207.18,10.89,1631.06,4797.95,8782.49,0.2132,0.3903,0.3333,0.65,0.2785,1,1
991,100000991,55,32,2,mortgage,12378.47,2475.69,1623.25,1,0.0,0.0,60,16477.42,employee,3143.1,1187.21,0.0,265694.79,13.45,6106.75,7293.96,10437.06,0.4427,0.6334,0.3333,0.65,1.3437,0,1
992,100000992,55,33,3,rent,22294.94,4458.99,3010.01,0,5428.85,0.0,60,29763.94,employee,0.0,0.0,0.0,343489.84,12.86,7790.85,7790.85,7790.85,0.2618,0.2618,0.3333,0.45,0.9617,1,1
993,100000993,37,14,1,rent,6737.08,1347.42,934.23,0,1590.45,2019.21,60,9018.72,employee,0.0,0.0,100.96,113887.16,12.9,2585.46,2686.42,2686.42,0.2979,0.2979,0.3333,0.45,1.0523,1,1
994,100000994,36,15,2,rent,18474.94,3694.99,2434.39,0,5440.39,0.0,60,24604.32,employee,0.0,1375.03,0.0,101008.7,6.95,1997.71,3372.74,3372.74,0.1371,0.1371,0.3333,0.45,0.3421,1,1
995,100000995,25,3,2,rent,13014.41,2602.88,1762.41,0,2434.27,0.0,60,17379.71,employee,0.0,0.0,0.0,324175.12,14.61,7645.9,7645.9,7645.9,0.4399,0.4399,0.3333,0.45,1.5544,0,1
996,100000996,50,28,3,mortgage,42384.93,8476.99,5520.21,1,0.0,0.0,60,56382.12,employee,13421.55,7088.44,0.0,558112.81,15.94,13554.43,20642.87,34064.42,0.3661,0.6042,0.3333,0.65,0.8249,0,1
997,100000997,41,20,2,rent,18265.72,3653.14,2513.08,0,4763.46,5801.86,60,24431.94,employee,0.0,2349.71,290.09,94830.62,11.08,2065.63,4705.43,4705.43,0.1926,0.1926,0.3333,0.45,0.3235,1,1
998,100000998,55,35,3,mortgage,25600.74,5120.15,3357.61,1,0.0,0.0,60,34078.5,employee,8823.59,1122.98,0.0,281636.98,6.55,5517.15,6640.13,15463.72,0.1948,0.4538,0.3333,0.65,0.6887,1,1
999,100000999,62,0,1,mortgage,7073.36,1414.67,955.69,1,0.0,0.0,60,9443.72,retired,1771.42,0.0,0.0,54750.08,6.83,1079.73,1079.73,2851.15,0.1143,0.3019,0.25,0.55,0.4831,1,1
1000,100001000,58,0,2,rent,17256.02,3451.2,2248.92,0,5120.41,0.0,60,22956.13,retired,0.0,2528.43,0.0,81174.8,8.18,1652.93,4181.36,4181.36,0.1821,0.1821,0.25,0.45,0.2947,1,1
1001,100001001,54,31,3,mortgage,37046.73,7409.35,4894.23,1,0.0,46579.52,60,49350.31,employee,10548.8,5149.29,2328.98,0.0,,0.0,7478.27,18027.07,0.1515,0.3653,0.3333,0.65,0.0,1,0
1002,100001002,46,23,1,rent,6744.44,1348.89,864.49,0,2105.65,0.0,60,8957.81,employee,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3333,0.45,0.0,1,0
1003,100001003,32,11,3,rent,23878.71,4775.74,3055.91,0,6800.8,27106.74,60,31710.36,employee,0.0,3494.26,1355.34,0.0,,0.0,4849.6,4849.6,0.1529,0.1529,0.3333,0.45,0.0,1,0
1004,100001004,52,29,2,mortgage,15753.69,3150.74,2028.06,1,0.0,22165.08,60,20932.49,employee,4981.91,0.0,1108.25,0.0,,0.0,1108.25,6090.16,0.0529,0.2909,0.3333,0.65,0.0,1,0
1005,100001005,58,0,1,mortgage,7390.88,1478.18,1028.32,1,0.0,0.0,60,9897.38,retired,2321.13,0.0,0.0,0.0,,0.0,0.0,2321.13,0.0,0.2345,0.25,0.55,0.0,1,0
1006,100001006,52,28,2,mortgage,12884.76,2576.95,1702.0,1,0.0,3756.48,60,17163.71,employee,3097.04,0.0,187.82,0.0,,0.0,187.82,3284.86,0.0109,0.1914,0.3333,0.65,0.0,1,0
