accountNumber,ds,y,creditLimit,currentBalance,availableMoney,n_transactions
764301738,2016-01,-562.55,15000,558.68,14441.32,6
764301738,2016-02,-902.83,15000,895.22,14104.78,6
764301738,2016-03,-1021.66,15000,1014.05,13985.95,6
764301738,2016-04,-992.88,15000,670.31,14329.69,9
764301738,2016-05,-1098.12,15000,1090.51,13909.49,8
764301738,2016-06,-624.1700000000001,15000,452.2,14547.8,3
764301738,2016-07,-1768.19,15000,1739.22,13260.78,14
764301738,2016-08,-1456.99,15000,1422.55,13577.45,15
764301738,2016-09,-710.78,15000,629.76,14370.24,6
764301738,2016-10,-822.05,15000,687.88,14312.12,9
764301738,2016-11,-2647.36,15000,2555.22,12444.78,14
764301738,2016-12,-906.48,15000,864.21,14135.79,13
764604017,2016-01,-476.45000000000005,5000,240.49,4759.51,3
764604017,2016-03,-327.64,5000,720.42,4279.58,3
764604017,2016-04,-87.32,5000,775.99,4224.01,2
764604017,2016-05,-110.48,5000,826.19,4173.81,2
764604017,2016-06,-131.14,5000,1025.91,3974.09,2
764604017,2016-08,-758.05,5000,1706.01,3293.99,3
764604017,2016-09,-239.3,5000,1911.2,3088.8,3
764604017,2016-10,-181.67,5000,2068.67,2931.33,4
764604017,2016-11,-326.87,5000,2375.78,2624.22,6
764604017,2016-12,-353.83,5000,2697.34,2302.66,6
764648921,2016-01,-1698.5,2500,1641.42,858.58,9
764648921,2016-02,-1383.01,2500,886.63,1613.37,8
764648921,2016-03,-702.59,2500,636.92,1863.08,6
764648921,2016-04,-805.27,2500,791.58,1708.42,8
764648921,2016-05,-184.89,2500,65.47,2434.53,4
764648921,2016-06,-727.1899999999999,2500,638.58,1861.42,9
764648921,2016-07,-603.03,2500,520.98,1979.02,9
764648921,2016-08,-937.9599999999999,2500,901.73,1598.27,7
764648921,2016-09,-726.01,2500,662.32,1837.68,8
764648921,2016-10,-2262.52,2500,1989.73,510.27,10
764648921,2016-11,-1637.6,2500,1571.91,928.09,10
764648921,2016-12,-1338.31,2500,1147.53,1352.47,7
767573587,2016-01,-136.72,7500,0.0,7500.0,1
767573587,2016-02,-378.74,7500,319.84,7180.16,2
767573587,2016-03,-34.89,7500,465.46,7034.54,1
767573587,2016-04,-547.53,7500,578.17,6921.83,2
767573587,2016-05,-293.5,7500,1251.48,6248.52,2
767573587,2016-06,-329.39,7500,1560.5,5939.5,4
767573587,2016-07,-27.400000000000006,7500,1540.0,5960.0,4
767573587,2016-08,-398.9,7500,1936.8,5563.2,4
767573587,2016-09,-90.96000000000001,7500,2002.76,5497.24,4
767573587,2016-10,-232.3,7500,2201.77,5298.23,4
767573587,2016-11,-174.53,7500,2376.48,5123.52,5
767573587,2016-12,-332.62,7500,2470.04,5029.96,4
771753947,2016-01,-215.3,250,214.34,35.66,4
771753947,2016-02,-49.04,250,0.0,250.0,1
771753947,2016-03,-879.84,250,173.92,76.08,5
771753947,2016-04,-351.16999999999996,250,51.77,198.23,2
771753947,2016-05,-206.13,250,0.0,250.0,1
771753947,2016-07,-381.28999999999996,250,81.48,168.52,4
771753947,2016-08,-133.24,250,14.1,235.9,2
771753947,2016-09,-370.25,250,208.96,41.04,4
771753947,2016-10,-579.97,250,75.75,174.25,6
771753947,2016-11,-96.59,250,67.17,182.83,5
771753947,2016-12,-114.21000000000001,250,78.48,171.52,4
771811269,2016-08,-174.12,7500,0.0,7500.0,1
771811269,2016-11,-8.16,7500,0.0,7500.0,1
771811269,2016-12,-8.16,7500,0.0,7500.0,1
773289590,2016-01,-9493.77,5000,2515.85,2484.15,59
773289590,2016-02,-7888.65,5000,4062.56,937.44,64
773289590,2016-03,-11606.45,5000,2535.7,2464.3,67
773289590,2016-04,-5111.43,5000,2502.93,2497.07,48
773289590,2016-05,-8775.64,5000,4063.57,936.43,65
773289590,2016-06,-6151.19,5000,4189.92,810.08,58
773289590,2016-07,-7190.52,5000,2193.94,2806.06,53
773289590,2016-08,-8278.65,5000,3734.06,1265.94,63
773289590,2016-09,-9336.63,5000,4724.6,275.4,63
773289590,2016-10,-9745.82,5000,4146.22,853.78,75
773289590,2016-11,-7640.639999999999,5000,4276.21,723.79,43
773289590,2016-12,-8291.49,5000,4500.04,499.96,62
778806974,2016-01,-54.65,10000,47.9,9952.1,4
778806974,2016-02,-69.99000000000001,10000,74.42,9925.58,3
778806974,2016-03,-331.84999999999997,10000,129.46,9870.54,2
778806974,2016-04,-445.44,10000,631.83,9368.17,4
778806974,2016-05,-187.42,10000,964.16,9035.84,2
778806974,2016-06,-466.75,10000,1094.44,8905.56,3
778806974,2016-07,-405.16999999999996,10000,1734.94,8265.06,7
778806974,2016-08,-126.52,10000,1849.53,8150.47,2
778806974,2016-09,-773.24,10000,2531.94,7468.06,6
778806974,2016-10,-339.89000000000004,10000,2912.66,7087.34,3
778806974,2016-11,-203.56,10000,3083.51,6916.49,4
778806974,2016-12,-278.78999999999996,10000,3400.23,6599.77,4
778994057,2016-01,-88.56,5000,0.0,5000.0,1
778994057,2016-02,-1132.8899999999999,5000,1040.38,3959.62,7
778994057,2016-03,-51.31999999999999,5000,17.06,4982.94,2
778994057,2016-04,-562.67,5000,461.27,4538.73,3
778994057,2016-05,-883.5600000000001,5000,785.43,4214.57,3
778994057,2016-06,-281.42,5000,273.25,4726.75,5
778994057,2016-08,-539.6999999999999,5000,497.0,4503.0,4
778994057,2016-10,-212.2,5000,206.14,4793.86,2
778994057,2016-11,-749.1099999999999,5000,738.72,4261.28,5
778994057,2016-12,-226.62,5000,6.06,4993.94,2
781510753,2016-01,-255.19,5000,0.0,5000.0,1
781510753,2016-03,-142.66,5000,230.19,4769.81,1
781510753,2016-04,-89.75,5000,347.85,4652.15,1
781510753,2016-06,-205.12,5000,412.6,4587.4,1
781510753,2016-08,-5.76,5000,592.72,4407.28,1
781510753,2016-09,-524.28,5000,1092.0,3908.0,3
781510753,2016-10,-238.97,5000,1072.76,3927.24,1
781510753,2016-11,-5.76,5000,1286.73,3713.27,1
781510753,2016-12,-5.76,5000,1267.49,3732.51,1
781621892,2016-01,-3323.41,250,221.8,28.2,23
781621892,2016-02,-3600.17,250,249.92,0.08,22
781621892,2016-03,-842.79,250,135.82,114.18,16
781621892,2016-04,-1664.8500000000001,250,219.43,30.57,11
781621892,2016-05,-1695.1999999999998,250,245.47,4.53,15
781621892,2016-06,-3124.83,250,77.7,172.3,18
781621892,2016-07,-1470.9,250,155.17,94.83,14
781621892,2016-08,-1383.52,250,0.0,250.0,13
781621892,2016-09,-2441.69,250,216.11,33.89,20
781621892,2016-10,-1637.71,250,189.97,60.03,18
781621892,2016-11,-2522.29,250,174.58,75.42,20
781621892,2016-12,-3162.79,250,47.06,202.94,21
782635414,2016-01,-64.66,5000,32.33,4967.67,2
782635414,2016-02,-1001.1299999999999,5000,704.92,4295.08,5
782635414,2016-03,-124.91,5000,1108.37,3891.63,4
782635414,2016-04,-452.63,5000,1536.0,3464.0,6
782635414,2016-05,-144.53,5000,1655.53,3344.47,3
782635414,2016-06,-807.6100000000001,5000,2438.14,2561.86,5
782635414,2016-07,-1263.1,5000,3570.54,1429.46,7
782635414,2016-08,-47.86999999999999,5000,3610.2,1389.8,4
782635414,2016-09,-362.55999999999995,5000,4036.67,963.33,3
782635414,2016-10,-129.32999999999998,5000,4141.0,859.0,5
782635414,2016-11,-85.6,5000,4201.6,798.4,3
782635414,2016-12,-212.97,5000,4389.57,610.43,7
783013155,2016-01,-837.47,500,0.0,500.0,7
783013155,2016-02,-434.48,500,308.34,191.66,4
783013155,2016-03,-568.05,500,452.92,47.08,7
783013155,2016-04,-436.7,500,135.61,364.39,3
783013155,2016-05,-1068.87,500,124.09,375.91,6
783013155,2016-06,-716.1700000000001,500,122.65,377.35,4
783013155,2016-07,-800.87,500,56.66,443.34,7
783013155,2016-08,-821.49,500,197.37,302.63,8
783013155,2016-09,-273.85,500,140.13,359.87,6
783013155,2016-10,-362.14,500,185.95,314.05,7
783013155,2016-11,-825.24,500,275.19,224.81,5
783013155,2016-12,-463.76,500,37.23,462.77,6
784367242,2016-01,-2807.6800000000003,15000,2772.09,12227.91,19
784367242,2016-02,-3467.09,15000,6188.29,8811.71,30
784367242,2016-03,-3321.9,15000,9287.25,5712.75,29
784367242,2016-04,-2895.7400000000002,15000,12219.13,2780.87,25
784367242,2016-05,-3010.94,15000,9992.28,5007.72,25
784367242,2016-06,-3100.71,15000,13102.24,1897.76,30
784367242,2016-07,-3466.54,15000,12670.45,2329.55,20
784367242,2016-08,-3284.6,15000,3595.61,11404.39,29
784367242,2016-09,-4395.5,15000,7992.93,7007.07,30
784367242,2016-10,-4970.17,15000,12833.02,2166.98,32
784367242,2016-11,-4280.25,15000,9970.62,5029.38,35
784367242,2016-12,-6027.63,15000,12577.72,2422.28,33
788792595,2016-01,-1102.71,10000,546.27,9453.73,2
788792595,2016-04,-211.36,10000,0.0,10000.0,1
788792595,2016-05,-204.3,10000,19.14,9980.86,2
788792595,2016-06,-229.09,10000,91.37,9908.63,2
788792595,2016-08,-70.21000000000001,10000,48.57,9951.43,3
788792595,2016-09,-48.99,10000,21.64,9978.36,2
788792595,2016-10,-69.28,10000,43.28,9956.72,3
788792595,2016-11,-42.879999999999995,10000,21.24,9978.76,2
788792595,2016-12,-160.04,10000,138.4,9861.6,4
790068807,2016-01,-410.83,20000,0.0,20000.0,1
790068807,2016-02,-651.07,20000,385.83,19614.17,1
790068807,2016-03,-3.77,20000,1011.9,18988.1,1
790068807,2016-04,-433.59,20000,1409.14,18590.86,3
790068807,2016-05,-203.97,20000,1599.46,18400.54,2
790068807,2016-06,-493.03,20000,1846.82,18153.18,4
790068807,2016-07,-12.059999999999999,20000,2050.03,17949.97,2
790068807,2016-08,-85.57000000000001,20000,2040.52,17959.48,3
790068807,2016-09,-3.77,20000,2093.89,17906.11,1
790068807,2016-10,-139.25,20000,2076.43,17923.57,2
790068807,2016-11,-599.48,20000,2782.62,17217.38,2
790068807,2016-12,-3.77,20000,2761.39,17238.61,1
790813979,2016-01,-171.24,15000,117.84,14882.16,2
790813979,2016-02,-430.39,15000,481.05,14518.95,6
790813979,2016-03,-699.12,15000,1073.1,13926.9,5
790813979,2016-04,-705.5600000000001,15000,1878.78,13121.22,5
790813979,2016-05,-624.0699999999999,15000,2477.7,12522.3,9
790813979,2016-06,-87.84,15000,2548.28,12451.72,2
790813979,2016-07,-492.64,15000,2819.96,12180.04,4
790813979,2016-08,-394.64,15000,3364.4,11635.6,4
790813979,2016-09,-600.1,15000,3962.28,11037.72,6
790813979,2016-10,-316.94,15000,4248.99,10751.01,3
790813979,2016-11,-476.83,15000,4735.1,10264.9,4
790813979,2016-12,-328.84000000000003,15000,4955.86,10044.14,5
791329227,2016-01,-198.3,10000,188.02,9811.98,3
791329227,2016-02,-244.32999999999998,10000,228.25,9771.75,2
791329227,2016-03,-257.42,10000,241.34,9758.66,4
791329227,2016-04,-989.8800000000001,10000,973.8,9026.2,5
791329227,2016-05,-925.77,10000,730.32,9269.68,7
791329227,2016-06,-511.09,10000,180.06,9819.94,4
791329227,2016-07,-19.93,10000,3.85,9996.15,2
791329227,2016-08,-99.81,10000,21.18,9978.82,4
791329227,2016-09,-87.32,10000,71.24,9928.76,4
791329227,2016-10,-47.1,10000,31.02,9968.98,3
791329227,2016-11,-987.7900000000001,10000,108.84,9891.16,6
791329227,2016-12,-108.08000000000001,10000,129.56,9870.44,5
792689804,2016-01,-32.52,15000,0.0,15000.0,1
792689804,2016-02,-873.15,15000,451.89,14548.11,5
792689804,2016-03,-189.13,15000,855.67,14144.33,1
792689804,2016-04,-181.71,15000,1019.8,13980.2,1
792689804,2016-05,-446.34,15000,1425.96,13574.04,2
792689804,2016-06,-203.96000000000004,15000,1483.76,13516.24,3
792689804,2016-07,-289.38,15000,2395.38,12604.62,8
792689804,2016-08,-980.53,15000,2858.65,12141.35,4
792689804,2016-09,-513.74,15000,3412.17,11587.83,8
792689804,2016-10,-480.15,15000,3488.78,11511.22,2
792689804,2016-11,-514.6,15000,4451.89,10548.11,5
792689804,2016-12,-582.16,15000,4957.58,10042.42,6
793617687,2016-01,-237.48999999999998,250,234.61,15.39,3
793617687,2016-02,-435.76,250,212.49,37.51,1
793617687,2016-03,-60.23,250,483.98,-233.98,1
793617687,2016-04,-484.71,250,37.13,212.87,5
793617687,2016-05,-1086.04,250,175.13,74.87,5
793617687,2016-06,-387.73,250,195.06,54.94,6
793617687,2016-07,-787.8399999999999,250,149.42,100.58,5
793617687,2016-08,-607.8,250,71.2,178.8,5
793617687,2016-09,-190.37,250,117.08,132.92,3
793617687,2016-10,-329.65,250,77.39,172.61,4
793617687,2016-11,-126.41,250,178.8,71.2,2
793617687,2016-12,-751.18,250,72.02,177.98,4
794114200,2016-01,-70.81,5000,15.03,4984.97,2
794114200,2016-02,-270.67,5000,106.86,4893.14,2
794114200,2016-03,-415.32000000000005,5000,409.28,4590.72,3
794114200,2016-04,-181.07,5000,41.33,4958.67,2
794114200,2016-06,-290.58,5000,0.0,5000.0,1
794114200,2016-08,-436.79999999999995,5000,207.42,4792.58,2
794114200,2016-12,-325.07000000000005,5000,44.59,4955.41,2
797387625,2016-01,-530.71,7500,398.79,7101.21,3
797387625,2016-02,-667.74,7500,795.73,6704.27,3
797387625,2016-03,266.64000000000004,7500,770.73,6729.27,2
797387625,2016-04,-89.75,7500,856.81,6643.19,1
797387625,2016-07,-129.59,7500,921.56,6578.44,1
797387625,2016-08,-206.36,7500,1221.43,6278.57,4
797387625,2016-09,-98.82,7500,1207.51,6292.49,1
797387625,2016-11,-47.2,7500,1281.33,6218.67,1
797387625,2016-12,-219.73,7500,1303.53,6196.47,1
800749810,2016-03,-213.92999999999998,20000,30.29,19969.71,2
800749810,2016-06,-384.22,20000,188.93,19811.07,1
800749810,2016-08,-73.41,20000,548.15,19451.85,1
803804045,2016-03,-360.23,5000,0.0,5000.0,1
803804045,2016-04,-19.84,5000,335.23,4664.77,1
803804045,2016-05,-130.86,5000,330.07,4669.93,1
803804045,2016-06,-766.8,5000,1162.69,3837.31,3
803804045,2016-07,-159.07999999999998,5000,1278.8,3721.2,4
803804045,2016-08,-168.20999999999998,5000,1439.98,3560.02,3
803804045,2016-09,-97.28,5000,1513.4,3486.6,3
803804045,2016-10,-157.18,5000,1644.44,3355.56,4
803804045,2016-11,-348.58000000000004,5000,1962.56,3037.44,3
803804045,2016-12,-201.7,5000,2134.54,2865.46,4
803917307,2016-01,-584.5,10000,7.84,9992.16,2
803917307,2016-02,-229.25,10000,221.41,9778.59,3
803917307,2016-03,22.870000000000005,10000,18.88,9981.12,3
803917307,2016-04,-7.84,10000,0.0,10000.0,1
803917307,2016-05,-170.66000000000003,10000,116.88,9883.12,3
803917307,2016-06,-182.66,10000,174.82,9825.18,2
803917307,2016-07,-240.94,10000,233.1,9766.9,4
803917307,2016-08,-7.84,10000,0.0,10000.0,1
803917307,2016-09,-59.22,10000,51.38,9948.62,2
803917307,2016-10,-968.5,10000,960.66,9039.34,4
803917307,2016-11,-651.88,10000,679.3,9320.7,5
803917307,2016-12,-469.71999999999997,10000,461.88,9538.12,3
804769033,2016-01,-2667.63,10000,2151.6,7848.4,8
804769033,2016-02,-2307.47,10000,2191.23,7808.77,15
804769033,2016-03,-2076.9,10000,1992.0,8008.0,10
804769033,2016-04,-880.97,10000,896.16,9103.84,9
804769033,2016-05,-879.49,10000,742.56,9257.44,8
804769033,2016-06,-2131.61,10000,2091.94,7908.06,11
804769033,2016-07,-1357.02,10000,1129.83,8870.17,10
804769033,2016-08,-1757.5400000000002,10000,1810.65,8189.35,10
804769033,2016-09,-1983.86,10000,2566.95,7433.05,10
804769033,2016-10,-1279.5700000000002,10000,1219.74,8780.26,9
804769033,2016-11,-803.75,10000,721.97,9278.03,10
804769033,2016-12,-783.3599999999999,10000,720.33,9279.67,7
805566864,2016-01,-5881.19,15000,5740.19,9259.81,38
805566864,2016-02,-2597.08,15000,8429.2,6570.8,27
805566864,2016-03,-6584.98,15000,5369.56,9630.44,51
805566864,2016-04,-4844.09,15000,10399.61,4600.39,39
805566864,2016-05,-5405.37,15000,12813.73,2186.27,38
805566864,2016-06,-4824.45,15000,11717.44,3282.56,43
805566864,2016-07,-3913.85,15000,3872.76,11127.24,35
805566864,2016-08,-4637.28,15000,8548.0,6452.0,35
805566864,2016-09,-5909.86,15000,5598.55,9401.45,42
805566864,2016-10,-4383.61,15000,9857.01,5142.99,41
805566864,2016-11,-4153.09,15000,5519.24,9480.76,35
805566864,2016-12,-2384.16,15000,7872.27,7127.73,27
806200554,2016-01,-1290.15,5000,1285.39,3714.61,12
806200554,2016-02,-2020.79,5000,1973.67,3026.33,10
806200554,2016-03,-947.6600000000001,5000,626.18,4373.82,8
806200554,2016-04,-487.53999999999996,5000,370.04,4629.96,6
806200554,2016-05,-1329.11,5000,1310.89,3689.11,14
806200554,2016-06,-2169.04,5000,1899.72,3100.28,14
806200554,2016-07,-3170.31,5000,2864.83,2135.17,14
806200554,2016-08,-1726.1399999999999,5000,1536.85,3463.15,12
806200554,2016-09,-2473.59,5000,2151.44,2848.56,14
806200554,2016-10,-670.2099999999999,5000,622.94,4377.06,14
806200554,2016-11,-1651.37,5000,1615.46,3384.54,11
806200554,2016-12,-974.72,5000,863.79,4136.21,11
806590674,2016-01,-322.58,1000,256.18,743.82,4
806590674,2016-02,-655.11,1000,846.04,153.96,5
806590674,2016-03,-181.12,1000,667.19,332.81,3
806590674,2016-04,-850.29,1000,249.94,750.06,4
806590674,2016-05,-143.22,1000,252.68,747.32,1
806590674,2016-06,-188.19,1000,370.9,629.1,1
806590674,2016-07,-56.7,1000,534.09,465.91,1
806590674,2016-08,-70.05,1000,566.92,433.08,2
806590674,2016-09,-832.5500000000001,1000,912.91,87.09,6
806590674,2016-10,-1817.58,1000,702.61,297.39,10
806590674,2016-11,-108.38,1000,816.35,183.65,2
806590674,2016-12,-454.56,1000,654.74,345.26,9
806677750,2016-01,-1961.05,50000,1854.88,48145.12,15
806677750,2016-02,-2093.7,50000,3960.09,46039.91,12
806677750,2016-03,-2000.37,50000,5904.91,44095.09,19
806677750,2016-04,-1083.82,50000,7017.8,42982.2,8
806677750,2016-05,-1410.43,50000,8363.23,41636.77,14
806677750,2016-06,-2125.68,50000,10479.71,39520.29,12
806677750,2016-07,-3234.69,50000,13430.97,36569.03,21
806677750,2016-08,-1983.97,50000,15448.25,34551.75,14
806677750,2016-09,-1893.39,50000,17473.34,32526.66,17
806677750,2016-10,-553.3,50000,17908.15,32091.85,13
806677750,2016-11,-2037.47,50000,20020.06,29979.94,15
806677750,2016-12,-1774.91,50000,21820.7,28179.3,14
812802338,2016-01,-4.79,250,0.0,250.0,1
812802338,2016-02,-208.4,250,4.79,245.21,2
812802338,2016-03,-145.32999999999998,250,173.35,76.65,4
812802338,2016-04,-100.04,250,182.48,67.52,3
812802338,2016-05,-4.79,250,0.0,250.0,1
812802338,2016-06,-4.79,250,0.0,250.0,1
812802338,2016-07,-112.39999999999999,250,36.19,213.81,3
812802338,2016-08,-639.89,250,92.19,157.81,2
812802338,2016-09,-22.29,250,247.06,2.94,2
812802338,2016-10,-354.87,250,217.59,32.41,2
812802338,2016-11,-284.77000000000004,250,178.23,71.77,2
812802338,2016-12,-195.18,250,167.08,82.92,3
813629614,2016-01,-428.91,7500,177.92,7322.08,3
813629614,2016-02,-215.42000000000002,7500,571.46,6928.54,2
813629614,2016-04,-1242.4099999999999,7500,1321.32,6178.68,3
813629614,2016-05,-430.35,7500,1944.59,5555.41,3
813629614,2016-06,-343.69,7500,2331.48,5168.52,3
813629614,2016-07,-260.3,7500,2754.35,4745.65,4
813629614,2016-08,-113.93,7500,3059.27,4440.73,1
813629614,2016-09,-460.16,7500,3148.2,4351.8,1
813629614,2016-10,-650.95,7500,4100.76,3399.24,5
813629614,2016-11,-560.73,7500,4766.5,2733.5,3
813629614,2016-12,-128.59,7500,4745.04,2754.96,1
815239280,2016-01,-2094.79,5000,1785.65,3214.35,12
815239280,2016-02,-1934.28,5000,2955.84,2044.16,8
815239280,2016-03,-1158.1399999999999,5000,4047.23,952.77,7
815239280,2016-04,-1616.44,5000,2562.6,2437.4,11
815239280,2016-05,-1668.56,5000,4178.3,821.7,12
815239280,2016-06,-876.6199999999999,5000,66.57,4933.43,15
815239280,2016-07,-914.04,5000,787.11,4212.89,8
815239280,2016-08,-1159.58,5000,2392.07,2607.93,7
815239280,2016-09,-2289.61,5000,4095.53,904.47,13
815239280,2016-10,-840.73,5000,778.06,4221.94,8
815239280,2016-11,-1443.04,5000,1915.3,3084.7,6
815239280,2016-12,-668.31,5000,2838.87,2161.13,4
815686248,2016-01,-96.8,5000,89.89,4910.11,2
815686248,2016-02,-99.11,5000,0.0,5000.0,1
815686248,2016-03,-563.25,5000,448.85,4551.15,3
815686248,2016-04,-524.94,5000,435.05,4564.95,3
815686248,2016-05,-193.49,5000,103.6,4896.4,3
815686248,2016-06,-622.41,5000,534.09,4465.91,6
815686248,2016-07,-471.03,5000,419.23,4580.77,8
815686248,2016-08,-661.03,5000,600.7,4399.3,6
815686248,2016-09,-245.70999999999998,5000,225.64,4774.36,6
815686248,2016-10,-235.22,5000,215.15,4784.85,5
815686248,2016-11,-723.7700000000001,5000,703.7,4296.3,8
815686248,2016-12,-216.57999999999998,5000,196.51,4803.49,5
821478129,2016-01,-79.68,5000,0.0,5000.0,1
821478129,2016-03,-283.34,5000,54.68,4945.32,1
821478129,2016-04,-47.93000000000001,5000,340.78,4659.22,2
821478129,2016-05,-260.65000000000003,5000,590.69,4409.31,3
821478129,2016-06,-87.27,5000,652.96,4347.04,2
821478129,2016-07,-87.27,5000,715.23,4284.77,2
821478129,2016-08,-252.69,5000,942.92,4057.08,4
821478129,2016-09,-167.33,5000,1085.25,3914.75,3
821478129,2016-10,-103.39,5000,1163.64,3836.36,2
821478129,2016-11,-87.27,5000,1225.91,3774.09,2
821478129,2016-12,-129.94,5000,1304.92,3695.08,2
824476351,2016-02,-839.3,7500,0.0,7500.0,1
824476351,2016-04,-132.93,7500,889.2,6610.8,2
824476351,2016-05,-313.38,7500,1177.58,6322.42,6
824476351,2016-06,-232.12,7500,1384.7,6115.3,4
824476351,2016-07,-534.4200000000001,7500,1894.12,5605.88,6
824476351,2016-08,-305.0,7500,2174.12,5325.88,5
824476351,2016-09,-290.15,7500,2439.27,5060.73,5
824476351,2016-10,-311.96000000000004,7500,2726.23,4773.77,6
824476351,2016-11,-253.93,7500,2955.16,4544.84,5
824476351,2016-12,-305.39,7500,3242.12,4257.88,6
826344097,2016-01,-3407.78,50000,3310.52,46689.48,23
826344097,2016-02,-3043.34,50000,2639.79,47360.21,21
826344097,2016-03,-1938.09,50000,1795.09,48204.91,21
826344097,2016-04,-2071.81,50000,1863.37,48136.63,22
826344097,2016-05,-2750.16,50000,2521.8,47478.2,14
826344097,2016-06,-3364.9700000000003,50000,3241.76,46758.24,17
826344097,2016-07,-3603.02,50000,3567.63,46432.37,28
826344097,2016-08,-3023.56,50000,3001.62,46998.38,27
826344097,2016-09,-3186.15,50000,3144.28,46855.72,21
826344097,2016-10,-3214.9,50000,3152.87,46847.13,23
826344097,2016-11,-3489.8900000000003,50000,2896.65,47103.35,23
826344097,2016-12,-4338.74,50000,4212.05,45787.95,29
827618294,2016-01,-6608.56,250,155.97,94.03,37
827618294,2016-02,-4898.93,250,228.47,21.53,37
827618294,2016-03,-4302.33,250,207.02,42.98,33
827618294,2016-04,-3990.4500000000003,250,132.05,117.95,32
827618294,2016-05,-7268.1,250,146.91,103.09,38
827618294,2016-06,-3491.7999999999997,250,69.74,180.26,29
827618294,2016-07,-4757.52,250,73.3,176.7,40
827618294,2016-08,-3530.19,250,140.35,109.65,29
827618294,2016-09,-7107.25,250,315.22,-65.22,42
827618294,2016-10,-3890.69,250,69.36,180.64,39
827618294,2016-11,-4454.4,250,265.12,-15.12,26
827618294,2016-12,-4380.15,250,86.68,163.32,39
830329091,2016-03,-71.18,5000,0.0,5000.0,1
830329091,2016-04,-30.76,5000,0.0,5000.0,1
830329091,2016-05,-57.28,5000,0.0,5000.0,1
830329091,2016-06,-533.04,5000,9.37,4990.63,2
830329091,2016-07,-164.37,5000,0.0,5000.0,1
830329091,2016-09,-160.18,5000,0.0,5000.0,1
830329091,2016-12,-163.0,5000,122.25,4877.75,4
831000665,2016-01,-6170.91,15000,5893.6,9106.4,47
831000665,2016-02,-2984.58,15000,2930.24,12069.76,25
831000665,2016-03,-9405.25,15000,8534.7,6465.3,51
831000665,2016-04,-4253.4,15000,4171.18,10828.82,32
831000665,2016-05,-3543.58,15000,3558.97,11441.03,34
831000665,2016-06,-5675.68,15000,5531.73,9468.27,38
831000665,2016-07,-4985.53,15000,4661.37,10338.63,40
831000665,2016-08,-3852.78,15000,3847.18,11152.82,36
831000665,2016-09,-4804.12,15000,4747.66,10252.34,47
831000665,2016-10,-5701.87,15000,5654.68,9345.32,41
831000665,2016-11,-4330.91,15000,4251.11,10748.89,36
831000665,2016-12,-4904.67,15000,4676.65,10323.35,33
835295805,2016-01,-168.70999999999998,7500,12.36,7487.64,2
835295805,2016-05,-276.87,7500,0.0,7500.0,1
835295805,2016-09,-407.36,7500,191.42,7308.58,2
835295805,2016-10,-186.1,7500,0.0,7500.0,1
835295805,2016-12,-5.48,7500,0.0,7500.0,1
835482161,2016-01,-2105.72,7500,1963.41,5536.59,7
835482161,2016-02,-989.1,7500,2929.19,4570.81,12
835482161,2016-03,-1017.0799999999999,7500,4028.88,3471.12,9
835482161,2016-04,-955.26,7500,4961.69,2538.31,8
835482161,2016-05,-1347.68,7500,6180.41,1319.59,7
835482161,2016-06,-515.44,7500,6701.3,798.7,9
835482161,2016-07,-950.52,7500,1744.15,5755.85,11
835482161,2016-08,-1216.3600000000001,7500,2738.17,4761.83,13
835482161,2016-09,-303.18,7500,3209.79,4290.21,7
835482161,2016-10,-707.82,7500,3964.74,3535.26,8
835482161,2016-11,-1349.54,7500,5286.34,2213.66,8
835482161,2016-12,-832.24,7500,5838.29,1661.71,7
839626053,2016-01,-559.72,500,375.34,124.66,5
839626053,2016-02,-893.49,500,343.98,156.02,5
839626053,2016-03,-846.94,500,353.63,146.37,7
839626053,2016-04,-729.39,500,327.4,172.6,4
839626053,2016-05,-721.04,500,410.77,89.23,8
839626053,2016-06,-919.94,500,411.79,88.21,5
839626053,2016-07,-245.11999999999998,500,173.31,326.69,4
839626053,2016-08,-613.96,500,199.09,300.91,7
839626053,2016-09,-1810.3700000000001,500,384.29,115.71,7
839626053,2016-10,-4.48,500,363.77,136.23,1
839626053,2016-11,-452.71,500,463.19,36.81,6
839626053,2016-12,-879.91,500,364.78,135.22,7
841120081,2016-01,-121.22,20000,0.0,20000.0,1
841120081,2016-02,-523.0400000000001,20000,461.6,19538.4,4
841120081,2016-03,-278.47,20000,219.63,19780.37,4
841120081,2016-04,-962.63,20000,888.18,19111.82,3
841120081,2016-05,-267.6,20000,238.43,19761.57,6
841120081,2016-06,-176.02,20000,146.85,19853.15,4
841120081,2016-07,-430.3,20000,371.46,19628.54,7
841120081,2016-08,-361.02,20000,178.82,19821.18,5
841120081,2016-09,-176.02,20000,117.18,19882.82,4
841120081,2016-10,-198.44,20000,139.6,19860.4,5
841120081,2016-11,-254.72,20000,225.55,19774.45,6
841120081,2016-12,-194.32,20000,165.15,19834.85,4
841639050,2016-01,-323.87,7500,0.0,7500.0,1
841639050,2016-05,-504.8,7500,801.23,6698.77,2
841639050,2016-07,-6.27,7500,778.67,6721.33,1
841639050,2016-08,-164.03,7500,917.7,6582.3,2
841639050,2016-09,31.609999999999996,7500,861.09,6638.91,3
841639050,2016-10,-6.27,7500,842.36,6657.64,1
841639050,2016-11,-6.27,7500,823.63,6676.37,1
